mass,I1,J1,K1,I2,J2,K2,I3,J3,K3,width,height,depth,w1(0),w2(0),w3(0),h
1.1048E-287,0,2.16592E-13,2.16592E-13,9.36367E-06,0.000851131,0.000860495,8.0481E-160,0.007387343,0.007387343,1.300095085,1.172648221,0.103527948,0,0,8.4072E-244,127
1.1423E-211,1.95389E-24,6.3844E-231,1.95389E-24,2.17615E-86,1.731E-155,2.17615E-86,1.40283E-09,0,1.40283E-09,0.007939981,0.006641058,0.254105065,0,1.29635E-17,0,128
0.103256602,2.125E-126,1.28173E-74,1.28173E-74,1.6943E-104,6.18384E-80,6.18384E-80,0,1.6155E-204,1.6155E-204,0.033812378,0.965848324,0.180071611,0,0,0,129
0,7.8506E-134,1.8781E-05,1.8781E-05,2.6849E-282,9.9197E-106,9.9197E-106,0,3.0008E-288,3.0008E-288,0.458808041,1.328846736,0.092976976,0,0,7.3745E-267,130
1.12824E-07,0.001673981,8.95896E-19,0.001673981,0,9.80367E-18,9.80367E-18,2.6295E-272,2.28245E-13,2.28245E-13,0.289732269,1.327522252,0.019082169,2.21223E-62,1.683E-165,2.0195E-197,131
2.2356E-222,11.42192897,8.98797E-96,11.42192897,2.8287E-162,0,2.8287E-162,9.94611E-42,9.08861E-11,9.08861E-11,1.121249461,1.318405428,1.183476002,1.7446E-174,0,1.7402E-123,132
0,0.024249166,5.03563E-31,0.024249166,0,5.37E-176,5.37E-176,8.84635E-05,0,8.84635E-05,0.909414337,0.468722219,0.162566456,17.98708075,0,0.009254465,133
0,1.32734E-67,1.05263E-86,1.32734E-67,8.8821E-228,2.9256E-101,2.9256E-101,3.1149E-278,1.09186E-10,1.09186E-10,1.30843855,0.03883351,0.096938935,0,0,0,134
2.41088E-19,1.20453E-33,5.27764E-67,1.20453E-33,0,9.41882E-50,9.41882E-50,5.0733E-56,8.3534E-30,8.3534E-30,0.993401989,0.051902316,1.119045903,0,1.03228E-34,0,135
2.8907E-231,1.40522E-87,4.64813E-61,4.64813E-61,0,2.25933E-15,2.25933E-15,0,3.0328E-116,3.0328E-116,1.282395461,0.510075235,0.484755037,4.27563E-43,0,8.9393E-201,136
1.50698E-34,6.39983E-37,0,6.39983E-37,3.6125E-284,5.5885E-270,5.5885E-270,0,0,0,0.007358069,1.329297383,0.722990084,0,4.8217E-227,3.18697E-60,137
0,1.9818E-148,7.62008E-73,7.62008E-73,2.7275E-170,0,2.7275E-170,1.6338E-123,0,1.6338E-123,1.233822074,0.057276648,0.833662449,1.3356E-216,0,0,138
7.2068E-235,2.4307E-165,0,2.4307E-165,5.9269E-174,6.54614E-43,6.54614E-43,5.93162E-06,1.3459E-32,5.93162E-06,0.009552695,0.012715646,0.496570152,4.24592E-20,0,1.06788E-83,139
1.34816E-89,2.6219E-96,9.1958E-265,2.6219E-96,2.66258E-56,1.9055E-306,2.66258E-56,0,4.42109E-98,4.42109E-98,0.162167732,0.511368947,0.009721573,6.74493E-11,0,0,140
1.10047E-46,0,3.9766E-187,3.9766E-187,4.7525E-216,1.23571E-79,1.23571E-79,0,7.7414E-181,7.7414E-181,0.185119289,0.679941329,1.231812422,0,0,0,141
4.0228E-301,3.4655E-214,6.4194E-251,3.4655E-214,0,2.1844E-145,2.1844E-145,1.0964E-173,0,1.0964E-173,0.094190633,1.325734773,1.263458178,0,0,5.0003E-285,142
0,0.000591606,1.08011E-30,0.000591606,0,0,0,0,1.0174E-199,1.0174E-199,0.386715684,0.090022424,0.018076015,1.6133E-214,0,5.21545E-67,143
0,9.42753E-49,9.036661803,9.036661803,8.4907E-105,2.5826E-150,8.4907E-105,9.3501E-203,5.39505E-16,5.39505E-16,0.34741683,1.258789215,0.48679077,0,0,1.2336E-269,144
0,3.38717E-88,0,3.38717E-88,4.24883E-06,4.5976E-144,4.24883E-06,3.61926E-87,0,3.61926E-87,0.009428853,0.553968654,0.008077007,0,5.68049E-45,0,145
0,5.7939E-212,4.23507E-55,4.23507E-55,1.41448E-56,5.3132E-288,1.41448E-56,0,0,0,0.057905703,1.313675029,0.934078442,0,0,3.65741E-44,146
4.981083358,6.42842E-87,0.035413507,0.035413507,7.3342E-297,0,7.3342E-297,3.8917E-242,4.2402E-194,4.2402E-194,1.236407348,0.815057431,0.010112592,0,0.000188832,3.36615E-42,147
3.8165E-151,6.55617E-97,2.90124E-06,2.90124E-06,2.22224E-16,6.65531E-26,2.22224E-16,0,1.636410697,1.636410697,0.995009244,0.013004182,0.991039203,0,0,3.82049E-07,148
0,0,9.7239E-164,9.7239E-164,1.55624E-36,8.63765E-07,8.63765E-07,6.89092E-29,0,6.89092E-29,0.02098542,0.024963322,0.288426407,0,0,0,149
9.0192E-102,2.21727E-61,7.3937E-233,2.21727E-61,2.3786E-193,2.0597E-108,2.0597E-108,15.78441488,1.1824E-105,15.78441488,0.991910135,0.318747552,0.039933031,0.006751056,1.2907E-234,0,150
12.12213718,0,9.84125E-68,9.84125E-68,4.03294E-62,3.46252E-35,3.46252E-35,1.32615E-61,3.3386E-298,1.32615E-61,0.309350707,0.209301261,0.195904767,0,0,0,151
0,9.8575E-113,0,9.8575E-113,0.229769997,1.5965E-284,0.229769997,0,8.2404E-298,8.2404E-298,0.011188273,0.064153969,0.012447583,2.89823E-13,0,0,152
6.8778E-293,0.00377694,0,0.00377694,3.78128E-11,1.0537E-137,3.78128E-11,1.502414559,0,1.502414559,0.168823872,1.227131421,0.996443173,5.57671E-12,2.51976E-07,0,153
0,5.10189E-42,0,5.10189E-42,2.58686E-64,3.23717E-24,3.23717E-24,7.62169E-48,1.08239E-58,7.62169E-48,1.137373618,1.20923631,0.227922512,1.4067E-115,6.48475E-68,3.347E-162,154
0,4.3319E-155,9.43655E-95,9.43655E-95,4.57172E-84,5.1472E-223,4.57172E-84,0,10.83673732,10.83673732,1.318376374,0.035103076,0.029104655,7.827138851,0,0,155
5.74443E-06,5.31036744,0.006548691,5.316916131,4.1994E-186,0,4.1994E-186,5.5412E-199,0,5.5412E-199,1.296834575,0.198798603,0.025265362,5.85561E-08,0,0,156
5.41273E-86,8.7351E-265,8.46297E-40,8.46297E-40,0,9.9732E-172,9.9732E-172,0.000159986,0,0.000159986,1.317745463,0.45938303,0.006678893,6.57647E-10,0,0,157
4.75866E-25,8.7203E-69,0.147076942,0.147076942,0,1.7212E-112,1.7212E-112,6.21438E-63,7.4073E-123,6.21438E-63,0.055322761,1.315504071,0.637781712,0,5.4209E-131,1.0467E-128,158
1.04958E-06,19.53929181,3.6558E-105,19.53929181,2.5391E-107,9.2138E-131,2.5391E-107,1.5522E-221,0,1.5522E-221,0.008142636,0.013444603,0.092060336,0,0,1.9209E-103,159
0,2.2106E-238,3.4958E-185,3.4958E-185,2.7113E-298,0,2.7113E-298,1.82505E-97,1.10838E-17,1.10838E-17,0.015890784,0.625997862,0.10955038,0,0.003616535,0,160
2.1755E-254,3.9804E-253,1.0999E-131,1.0999E-131,0,2.0416E-218,2.0416E-218,4.11729E-22,5.9818E-203,4.11729E-22,1.200216822,0.329677533,0.010907805,0,0,3.56692E-61,161
0,7.4312E-296,0.701427601,0.701427601,0,2.4633E-116,2.4633E-116,0,0,0,0.120240805,0.875921042,1.063296775,1.40854E-37,0,3.4965E-15,162
9.41633E-76,3.1466E-215,7.214641014,7.214641014,4.7075E-259,1.18129E-06,1.18129E-06,7.791E-228,5.1912E-198,5.1912E-198,0.282511988,0.018797847,1.289415206,0,0,0,163
0,18.70758602,6.81588361,25.52346963,0,1.69607E-45,1.69607E-45,15.79946585,7.88304E-57,15.79946585,0.136079519,1.089624467,0.014732069,3.309307152,0,0,164
0,3.0242E-144,2.38567E-05,2.38567E-05,0,6.2557E-268,6.2557E-268,1.53622E-98,9.1151E-246,1.53622E-98,0.081965376,1.027405073,0.007475399,1.82936E-75,0,0,165
0,0,9.4098E-124,9.4098E-124,1.33658E-58,2.889133667,2.889133667,0,0,0,0.014886296,1.329663103,0.704563235,2.47208E-15,0,1.7607E-131,166
1.278E-193,1.021E-102,4.9436E-243,1.021E-102,0,0,0,1.84425E-92,4.98612E-40,4.98612E-40,0.676735663,0.008000846,1.310579619,0,0,0,167
1.47266E-29,0,3.1042E-246,3.1042E-246,4.15783E-93,0,4.15783E-93,0.789079767,0,0.789079767,0.041017375,0.676879574,1.243440213,4.7301E-126,0,0,168
9.41469E-52,1.90427E-58,7.80653E-62,1.90505E-58,0,8.48449E-68,8.48449E-68,7.8974E-124,0,7.8974E-124,0.074536983,1.100450504,0.789102028,0,2.77919E-73,0,169
1.2882E-258,4.9037E-118,7.97186E-18,7.97186E-18,3.61696E-28,1.6782E-109,3.61696E-28,0,4.2408E-230,4.2408E-230,0.012359986,0.17434523,0.689378197,0,0,0.161957406,170
2.12095E-09,0,3.7934E-158,3.7934E-158,1.547609648,3.0152E-147,1.547609648,2.19359E-56,1.858538767,1.858538767,0.183036059,0.402018809,0.621212908,1.07354E-08,0,0,171
2.7171E-99,3.554749124,4.589E-24,3.554749124,2.6728E-159,1.7713E-298,2.6728E-159,1.3001E-290,2.52452E-27,2.52452E-27,0.013100241,0.323471943,0.555957162,1.47352E-41,4.4889E-107,0,172
5.5553E-254,2.0207E-16,0,2.0207E-16,0,1.5528E-154,1.5528E-154,1.52156E-97,1.5061E-136,1.52156E-97,0.035917899,0.598966327,0.018642416,2.02686E-08,0,2.53053E-63,173
3.28838E-88,1.8147E-240,5.4789E-152,5.4789E-152,3.5174E-07,2.09062E-85,3.5174E-07,0,0,0,0.528243155,0.007040703,0.722030301,7.31167E-14,3.4832E-136,0.419231368,174
7.3288E-127,0,1.7005E-79,1.7005E-79,1.06286E-65,1.4444E-204,1.06286E-65,7.4841E-187,0,7.4841E-187,0.671559111,0.138418695,0.454735137,5.29369E-18,7.247E-08,1.32966E-32,175
0,6.6262E-132,3.0067E-41,3.0067E-41,1.29448E-33,0.116054112,0.116054112,9.9269E-235,0,9.9269E-235,0.044601981,1.260647909,1.302840699,6.09402E-92,0,2.2804E-17,176
1.4692E-219,4.6377E-296,3.90661E-39,3.90661E-39,3.4866E-298,1.00978E-70,1.00978E-70,0,2.51007E-75,2.51007E-75,0.208132737,0.033235759,1.030942356,0,0,1.39262E-08,177
2.3697E-08,8.915676764,2.4794E-25,8.915676764,8.30134E-89,5.08552E-36,5.08552E-36,0,4.7411E-182,4.7411E-182,0.320810455,0.277630252,0.014168547,0,6.36286E-66,0,178
4.600582865,0.568026671,4.631E-163,0.568026671,3.0644E-158,0,3.0644E-158,0,2.45892E-73,2.45892E-73,0.022452524,0.731468591,0.038204028,0,0.01048105,0,179
0,9.73236E-18,5.18967E-13,5.18976E-13,0,0,0,0,2.8576E-36,2.8576E-36,0.802257604,1.303029508,0.248563031,0,4.40338E-78,9.7053E-250,180
6.7137E-303,0,0,0,1.6082E-137,2.29658E-76,2.29658E-76,5.61795E-64,0.003094366,0.003094366,1.226049697,1.300672594,0.452038866,0,0,0.057533096,181
8.2184E-210,1.51693E-22,3.5567E-266,1.51693E-22,0.001807738,6.07442E-49,0.001807738,0,1.6402E-107,1.6402E-107,0.811071271,0.242976112,0.060045331,2.41141E-74,0,4.85395E-06,182
0,2.8738E-286,2.44043E-27,2.44043E-27,0,3.63423E-08,3.63423E-08,3.424E-118,19.94649245,19.94649245,1.178009548,1.324999183,0.612571623,0,0.000891994,0,183
1.10374E-65,0,1.08458E-17,1.08458E-17,5.0429E-297,8.1009E-257,8.1009E-257,0,1.84415E-45,1.84415E-45,1.013994103,0.817293234,0.018840353,3.6584E-290,0,0,184
6.5148E-126,0,1.0215E-215,1.0215E-215,3.3384E-101,2.2134E-128,3.3384E-101,7.8487E-184,1.00997E-50,1.00997E-50,0.037121396,1.321605933,1.329515059,7.67858E-31,1.69354E-85,0,185
7.3384E-134,3.75736E-23,0,3.75736E-23,1.03001E-52,9.5515E-185,1.03001E-52,16.01583527,0.604421878,16.62025715,1.050956863,1.043093992,0.038798614,0,0,4.6076E-52,186
5.9256E-103,1.3392E-114,1.6482E-158,1.3392E-114,19.41496056,1.007E-279,19.41496056,0,9.622E-51,9.622E-51,0.012525352,0.021443979,0.279003226,0,0,0,187
1.00935E-61,4.41871E-19,0,4.41871E-19,2.73841E-17,0,2.73841E-17,2.92887E-98,3.76026E-06,3.76026E-06,0.016849187,0.114850324,0.088257741,11.89760128,0,0,188
0,1.81568E-21,1.42137E-83,1.81568E-21,7.4062E-101,14.25602537,14.25602537,9.29667996,1.9923E-137,9.29667996,1.028280928,0.500853235,1.081960049,0,0,37.98116602,189
0,7.9488E-244,1.4028E-08,1.4028E-08,1.2558E-64,7.35133E-48,7.35133E-48,1.06265E-59,0,1.06265E-59,0.020100759,0.774002668,0.944544151,0,0,4.13917E-90,190
0,0,1.5425E-14,1.5425E-14,2.409929448,0,2.409929448,5.9857E-24,1.03972E-51,5.9857E-24,1.317586778,1.243125858,1.326905832,3.5763E-123,0,0,191
7.5771E-121,2.79541E-23,1.74107E-29,2.79541E-23,0.002506586,1.1085E-77,0.002506586,0,9.3454E-270,9.3454E-270,1.308581748,1.255851147,0.932332286,6.14374E-11,1.6727E-224,0,192
1.6941E-140,0,0,0,8.97018E-26,4.4577E-165,8.97018E-26,1.0329E-102,2.77475E-47,2.77475E-47,0.076511761,0.548840197,1.154031455,0,0,0,193
6.63911E-19,7.9399E-259,2.4989E-117,2.4989E-117,7.4141E-216,5.50489E-58,5.50489E-58,3.52315E-35,0,3.52315E-35,0.958996788,1.185251892,0.562271717,4.484839007,0,0,194
9.23861E-69,5.27448E-28,0,5.27448E-28,5.45798E-42,4.6632E-262,5.45798E-42,1.50461E-94,8.4419E-210,1.50461E-94,1.018876067,0.041567526,0.014280903,7.486261687,0,4.5228E-212,195
7.3399E-181,1.8708E-283,7.3723E-209,7.3723E-209,3.94239E-72,0,3.94239E-72,1.2077E-180,0,1.2077E-180,0.058316615,0.22639618,0.928838482,18.25614871,0,0,196
0,3.96706E-14,0,3.96706E-14,0,0,0,2.4782E-165,0,2.4782E-165,1.32240172,0.081733646,0.540340595,1.80591E-17,0,0,197
3.92482E-17,0,1.3786E-128,1.3786E-128,1.16838E-25,1.30752E-95,1.16838E-25,5.1489E-213,0,5.1489E-213,1.329526339,0.037619511,0.012860887,0,0,1.6348E-108,198
2.8155E-269,3.465473495,2.1674E-231,3.465473495,0,1.6551E-104,1.6551E-104,9.19221E-39,6.45137E-15,6.45137E-15,0.026175715,0.218911232,1.253703343,0,0,0,199
1.9263E-249,8.84699E-31,0,8.84699E-31,15.06314919,1.24058E-50,15.06314919,8.8083E-53,4.05063E-13,4.05063E-13,0.034738889,0.037094388,1.324489469,0,0.08504167,2.888E-108,200
2.9728E-110,18.8952083,2.0541E-187,18.8952083,3.51332E-22,4.5689E-144,3.51332E-22,0,0.000444433,0.000444433,1.176168333,0.40225482,0.305161995,35.69120356,0,0,201
1.780480067,1.5988E-127,4.4779E-133,1.5988E-127,2.85473E-77,0,2.85473E-77,4.3526E-136,0,4.3526E-136,0.013515479,0.005382234,0.031536555,13.96419921,0,0,202
3.3344E-133,1.5723E-191,5.3444E-65,5.3444E-65,3.7272E-232,1.1681E-264,3.7272E-232,0,0,0,0.059997685,0.999314311,1.289353786,0,0,7.9728E-126,203
3.9872E-127,1.145E-179,0,1.145E-179,2.7886E-267,0.036524575,0.036524575,8.22211E-05,0.383502901,0.383585122,0.014338636,0.010924051,0.028211093,0,2.7745E-168,8.524147352,204
1.0302E-301,4.2751E-194,1.8964E-276,4.2751E-194,1.34109E-48,0,1.34109E-48,0,0,0,1.268812841,0.112320895,0.116864689,2.666E-296,3.25173E-27,0,205
5.58644E-09,2.9318E-133,4.78805E-54,4.78805E-54,18.7413683,4.05362E-68,18.7413683,0.002417263,4.3719E-153,0.002417263,0.359945453,0.062250453,0.009550119,0,0,5.0541E-16,206
3.956E-49,8.65636E-67,4.173E-17,4.173E-17,7.3359E-07,0,7.3359E-07,1.17198E-09,0,1.17198E-09,1.322597668,0.254061171,0.07040054,8.923840938,0,0,207
1.31824E-35,6.73891E-05,0,6.73891E-05,0,0,0,5.7629E-278,0,5.7629E-278,0.06038893,0.207784835,0.009178209,1.2221E-130,0,1.04502E-11,208
0,1.44929E-68,0.386399404,0.386399404,1.29817E-63,1.96909E-46,1.96909E-46,1.06862E-15,0,1.06862E-15,0.015396704,1.197066014,0.010647109,0,0,5.741871424,209
0,1.09993E-12,3.5006E-281,1.09993E-12,1.60409E-72,2.66745E-11,2.66745E-11,2.18209E-82,1.3084E-218,2.18209E-82,0.77447857,0.768252187,0.363292627,34.1722301,0,1.0494E-108,210
1.3948E-260,1.0649E-283,0,1.0649E-283,1.2525E-119,6.82202E-31,6.82202E-31,0,0,0,0.005312671,1.107768545,0.733849064,2.09848E-40,0,0,211
1.6691E-226,7.1278E-208,0,7.1278E-208,7.2655E-212,2.84069E-74,2.84069E-74,0,2.4168E-05,2.4168E-05,0.224414737,1.136488313,1.198410596,0,1.16186E-23,5.35055E-66,212
11.80263557,3.23928E-17,2.7149E-195,3.23928E-17,8.0527E-194,2.71073E-08,2.71073E-08,1.84471E-05,0,1.84471E-05,0.218807809,0.423827122,0.493321382,8.423E-08,0,0,213
7.94142E-80,1.60915E-70,0,1.60915E-70,0,0,0,8.1308E-104,0,8.1308E-104,0.328881411,0.708569482,0.109558487,1.0491E-116,0,1.738733256,214
1.1203E-254,0,3.2247E-133,3.2247E-133,0,0,0,5.4601E-294,0.208229166,0.208229166,0.039102618,0.073902301,0.750640557,0,2.62E-280,0,215
2.1003E-296,0,0,0,1.6717E-247,0,1.6717E-247,5.2639E-239,3.65669E-54,3.65669E-54,0.023126963,0.308545885,0.040987307,1.043E-120,2.77644E-59,6.9916E-107,216
1.3979E-253,0,2.2283E-67,2.2283E-67,2.1453E-130,0,2.1453E-130,1.1527E-214,0,1.1527E-214,0.33551906,0.313385905,0.043322545,0,0,0.012427523,217
3.0933E-262,6.6983E-263,0,6.6983E-263,5.8642E-176,4.888E-148,4.888E-148,0,4.13333E-35,4.13333E-35,1.210903904,0.977017901,0.182454184,0,6.29106E-22,0,218
9.41094E-43,0,7.33405E-22,7.33405E-22,5.93897E-05,1.8648E-185,5.93897E-05,4.75924E-10,1.13326E-23,4.75924E-10,0.043704175,0.066434492,0.146921896,1.8952E-86,0,0,219
1.967880296,0.002992008,3.8144E-216,0.002992008,0,7.45075E-97,7.45075E-97,2.56933E-53,0,2.56933E-53,0.149426784,0.177623583,1.050938401,2.44892E-07,2.94504E-15,0,220
6.31675E-20,7.56636E-56,2.03602E-38,2.03602E-38,1.52808E-73,0,1.52808E-73,3.2395E-115,5.35348E-43,5.35348E-43,0.793099561,0.328560798,0.017820089,2.6976E-13,0,3.3063E-103,221
2.72905E-15,9.27967E-09,1.8721E-05,1.87303E-05,0,0,0,4.9063E-196,2.7073E-160,2.7073E-160,0.261350548,0.141349072,1.103424298,0,5.41456E-50,2.3187E-256,222
18.05489868,3.08414E-34,1.0217E-256,3.08414E-34,5.826E-185,2.6541E-292,5.826E-185,2.7536E-272,0,2.7536E-272,0.437700903,0.013511799,0.026622408,2.63693E-07,0,0,223
7.89739E-09,0,1.47157E-52,1.47157E-52,1.4223E-169,0,1.4223E-169,0.000184906,0.001251453,0.001436359,0.057117369,0.213888052,0.008067437,5.99194E-41,1.48042E-42,5.02181E-09,224
5.8635E-127,2.5858E-73,1.4484E-246,2.5858E-73,3.11994E-42,0,3.11994E-42,2.8622E-101,1.4365E-145,2.8622E-101,0.04926908,1.12756248,0.153169098,0.009350717,0,0,225
1.95113E-20,7.4407E-280,0,7.4407E-280,0,6.4071E-269,6.4071E-269,2.67212E-34,1.46712E-23,1.46712E-23,0.080426405,0.420392246,0.070303443,22.8656152,0,3.66214E-06,226
4.0738E-228,6.17134E-39,3.2613E-128,6.17134E-39,7.13932E-71,0,7.13932E-71,1.14743E-21,6.484E-227,1.14743E-21,1.243069845,0.009945863,0.016575856,0,0,5.8818E-121,227
5.0531E-185,0.139273713,15.93590533,16.07517904,4.00647E-36,0,4.00647E-36,0,3.43337E-15,3.43337E-15,0.012724057,1.282104816,0.858919418,5.4906E-145,3.8328E-235,0,228
2.6972E-108,1.79725E-10,1.58574E-81,1.79725E-10,7.5069E-247,6.8258E-224,6.8258E-224,7.6584E-155,4.04061E-09,4.04061E-09,0.240044399,0.966491726,0.009618149,8.30869E-94,0,0,229
2.04768E-49,1.06854E-96,3.0539E-105,1.06854E-96,2.4104E-225,9.89623E-78,9.89623E-78,4.7231E-130,1.0876E-162,4.7231E-130,0.020852039,0.534512663,0.091673115,0.000751313,3.728539628,0,230
1.0654E-100,0,5.66791E-61,5.66791E-61,1.77015E-78,8.046E-215,1.77015E-78,2.13238E-31,2.47277E-52,2.13238E-31,1.235910559,0.876518836,0.19047017,6.4883E-163,2.9124E-157,0,231
1.6404E-117,0,0,0,4.66456E-10,2.63514E-33,4.66456E-10,0,0,0,1.011816901,0.005227956,0.007082952,5.86275E-42,0,1.7495E-277,232
2.25591E-48,9.4791E-253,7.1457E-41,7.1457E-41,3.6525E-239,0,3.6525E-239,1.0165E-113,1.09372E-70,1.09372E-70,0.95609775,1.301975565,0.289343585,0,0,9.4841E-194,233
3.64492E-51,0,5.9193E-196,5.9193E-196,3.58444E-73,3.44427E-88,3.58444E-73,0,4.80121E-10,4.80121E-10,0.173420372,0.010923109,1.287983168,0,1.761E-212,2.8143E-279,234
0,2.61602E-21,2.28515E-46,2.61602E-21,2.64212E-08,2.5643E-130,2.64212E-08,1.4411E-249,4.83472E-55,4.83472E-55,0.077429471,0.051250599,0.973851939,0,0,1.917765853,235
5.0309E-268,0,0,0,3.765E-108,6.883E-161,3.765E-108,4.2723E-111,1.6905E-200,4.2723E-111,0.217784395,0.014512928,0.197721305,13.88156532,0,0,236
0,2.9668E-130,0.002436429,0.002436429,5.07722E-43,0,5.07722E-43,8.1559E-261,3.316E-63,3.316E-63,1.193032171,0.029185959,1.173020005,34.59253932,0,0,237
1.100508162,7.983504527,2.2503E-139,7.983504527,1.6968E-212,8.82805E-06,8.82805E-06,4.14802E-28,2.70328E-87,4.14802E-28,0.117093171,0.900318638,0.024668333,0,0,0,238
0,5.93673E-24,0,5.93673E-24,5.866E-156,0,5.866E-156,2.50259E-12,9.7931E-197,2.50259E-12,0.036263447,0.04598683,0.664030943,0,0,1.10897E-64,239
0,6.78116E-93,7.107249402,7.107249402,7.6702E-120,4.3238E-197,7.6702E-120,2.6115E-110,5.0369E-239,2.6115E-110,0.00818794,0.031973775,0.016976494,0,1.46149E-36,0,240
6.90984E-31,3.62168E-45,9.89483E-14,9.89483E-14,5.459129299,4.8111E-202,5.459129299,3.6686E-158,0,3.6686E-158,1.226420136,1.143903602,0.87346507,0,0,0,241
7.9772E-120,1.8814E-232,1.0471E-186,1.0471E-186,1.9958E-298,0,1.9958E-298,5.6074E-232,3.0324E-227,3.0324E-227,0.009418771,0.006513123,0.668039161,9.34238E-38,0,25.66031077,242
0,6.35132E-08,0.23675236,0.236752423,0,2.3452E-301,2.3452E-301,0,0,0,1.297255363,1.085581509,0.014894453,0,0,0,243
1.4513E-160,1.72186E-10,0,1.72186E-10,3.13992E-87,3.7924E-118,3.13992E-87,0,0,0,0.025284983,0.34525283,0.025272126,0,1.2211E-114,0.000219626,244
2.2428E-152,7.47211E-63,6.1017E-130,7.47211E-63,4.17E-299,0,4.17E-299,8.4054E-235,2.2351E-142,2.2351E-142,1.266892317,0.008886418,0.431102784,0.982643886,2.26E-232,0,245
3.4279E-31,0,2.3573E-211,2.3573E-211,3.95611E-15,1.5132E-186,3.95611E-15,1.2211E-139,17.01237871,17.01237871,0.38287638,0.043804896,0.849538851,0,0,1.12213E-36,246
3.9303E-271,4.90898E-41,0,4.90898E-41,6.8472E-274,0,6.8472E-274,3.19566E-06,1.479E-298,3.19566E-06,0.022196408,1.318648522,1.202083178,1.1844E-146,0,0,247
3.58144E-17,2.3609E-210,3.668E-275,2.3609E-210,3.18497E-35,4.12467E-07,4.12467E-07,0.000211762,0,0.000211762,1.135018493,0.471258625,0.633870016,1.9166E-187,0.004523306,34.48586946,248
2.95312E-33,0,3.3943E-129,3.3943E-129,0,6.20514E-40,6.20514E-40,1.23213E-09,0,1.23213E-09,0.022211623,0.778463903,0.348312789,0,0,0,249
2.6354E-228,1.6318E-173,2.6129E-239,1.6318E-173,3.84997E-41,1.07841E-47,3.84997E-41,0.03399677,0,0.03399677,1.167262683,0.101190339,0.035287172,0,3.2123E-175,0,250
5.612E-211,0,0,0,1.12535E-77,0,1.12535E-77,2.85023E-69,4.23413E-24,4.23413E-24,0.244451421,0.879298725,1.32452021,0,0,0,251
1.0756E-163,3.84904E-33,6.51626E-15,6.51626E-15,4.4836E-276,1.15566E-27,1.15566E-27,0,3.0636E-119,3.0636E-119,1.003456411,0.02896134,1.32948209,0,0,0,252
0,6.27572E-28,0,6.27572E-28,5.02271E-55,0.004543598,0.004543598,9.8372E-255,1.1798E-196,1.1798E-196,0.010758719,0.109766018,0.0058516,2.18248E-34,0,0,253
6.566E-285,6.85354E-10,9.92E-302,6.85354E-10,2.44433E-85,7.6314E-108,2.44433E-85,3.86352E-41,4.5711E-291,3.86352E-41,1.045257598,0.009843104,0.023343291,0,3.0938E-289,1.22779E-66,254
0,1.16252E-24,2.6822E-129,1.16252E-24,2.9577E-281,1.6312E-256,1.6312E-256,0,2.3346E-209,2.3346E-209,0.008445357,0.031302805,0.320980932,2.29612E-14,5.36265E-52,0,255
0.001572061,0,5.0454E-304,5.0454E-304,0,5.5208E-114,5.5208E-114,1.5989E-240,0,1.5989E-240,1.276389003,0.037565514,1.263123557,0,0,0,256
3.52048E-86,3.3605E-120,0,3.3605E-120,8.2844E-20,4.1674E-226,8.2844E-20,2.05683E-24,0,2.05683E-24,1.111850673,0.009888524,1.116778304,0,0,0,257
0.000192033,3.2083E-254,4.9417E-254,8.15E-254,2.9796E-233,3.10354E-85,3.10354E-85,0,5.4683E-237,5.4683E-237,0.012963846,1.029635586,1.327989526,1.9349E-269,1.123E-109,0,258
1.8731E-114,0,6.57804E-08,6.57804E-08,1.2722E-197,4.30848E-55,4.30848E-55,0,0,0,1.300919533,1.209853086,1.306112582,0,0,0,259
1.408E-125,2.97292E-10,1.7273E-239,2.97292E-10,1.5384E-165,3.07803E-22,3.07803E-22,0,2.011E-146,2.011E-146,0.145578787,0.654867134,0.960409861,1.3335E-285,2.1191E-126,0,260
7.3751E-234,3.41747E-07,7.3405E-224,3.41747E-07,19.92204754,0,19.92204754,9.0545E-210,2.86328E-32,2.86328E-32,0.026049972,0.120871312,0.280796563,15.75261581,2.6272E-132,1.846589904,261
7.47515E-35,1.6781E-249,7.0119E-268,1.6781E-249,1.241E-171,0,1.241E-171,2.5474E-113,0,2.5474E-113,1.09409598,0.030528249,0.875284661,0,0,4.9444E-127,262
0,3.77487E-06,0,3.77487E-06,0,1.9951E-226,1.9951E-226,0,2.62879E-58,2.62879E-58,0.008565879,0.644614518,1.314918133,26.67077031,0,7.4556E-102,263
0,0,3.38888E-10,3.38888E-10,3.0382E-209,6.7054E-198,6.7054E-198,4.35717E-82,9.1054E-193,4.35717E-82,0.36321635,0.127147624,0.00969605,9.30738E-69,4.9853E-258,0.004137451,264
5.09597E-10,1.2518E-59,2.1826E-117,1.2518E-59,1.2936E-197,4.4183E-305,1.2936E-197,2.7503E-293,2.31E-107,2.31E-107,0.011947366,0.445369982,0.034336291,0,6.2438E-137,1.36353E-53,265
0.336664249,1.29837E-10,7.97237E-06,7.9725E-06,2.5614E-123,8.0236E-14,8.0236E-14,3.0544E-45,3.7379E-210,3.0544E-45,0.082776912,0.283643347,0.239701705,3.31964E-45,1.5569E-202,0,266
